machine_hours,labor_hours,downtime_hours,machine_type,operator_skill,material_quality,shift_type,maintenance_status,production_line,ambient_temp_c,humidity_percent,output_units
195.90897412851754,237.8379459999186,16.46670641786222,Packaging,Senior,Grade A,Day,,Line 1,31.802989542678567,49.41764679661472,2310.0
184.92640478966658,290.10682762442974,10.089231256990345,Assembly,Trainee,Grade B,,None,Line 3,29.247712219526072,,9819.0
,199.50243932330483,53.12989313048686,Injection,Senior,Grade A,Day,Preventive,Line 3,22.048125003948208,70.40250595003977,7709.0
199.35124148196923,185.47336356536113,54.40340701837498,Assembly,Trainee,Grade C,,Reactive,Line 3,28.36733955686669,56.18967963409144,3212.0
218.79756450647753,199.5475147218062,2.1822850651705616,Injection,Trainee,Grade B,Day,None,Line 1,19.901198260635148,79.34354047757286,7958.0
104.92134777897256,189.1899591388553,30.007268651098833,Assembly,Expert,Grade B,Night,None,Line 4,27.14812433036279,69.84055644030434,12284.0
591.3047949647596,283.19980414911663,12.220729869265911,Packaging,Junior,Grade B,Night,Reactive,Line 2,,66.42957741252962,
208.31216575484987,158.96438525757614,51.80452763680762,CNC,Trainee,Grade A,Night,None,Line 4,,59.43433285820186,11802.0
457.1212433679924,101.47950627904865,27.75127542408874,Injection,Trainee,Grade A,Rotating,Reactive,Line 4,31.69847563450641,50.61983609322742,
93.71163733825136,294.36431564986276,28.70746456758784,CNC,Junior,Grade C,Night,Preventive,Line 4,19.692885238913718,32.643616682288645,3609.0
487.36955574925935,51.26710973654241,,,Junior,Grade B,Day,Preventive,Line 4,,30.924795371526976,14594.0
470.3174557044721,298.7512056099334,3.337444613103566,Injection,Junior,Grade C,Day,None,Line 2,18.988475403522983,32.337938326107434,4704.0
123.75946676291792,134.76773037804742,7.6378844591217465,Packaging,Trainee,Grade C,Day,Reactive,Line 4,27.37161696141107,77.94181919555797,2977.0
143.7529555317533,108.49103727751006,29.903109713202713,Injection,Junior,Grade C,Day,Reactive,Line 1,21.901270141447647,46.16060574310456,10136.0
233.45682358438063,176.42440150499803,58.00241495477515,Packaging,Trainee,Grade B,Day,Preventive,Line 4,22.339658420406327,65.03047411667806,6989.0
264.42732500224287,,50.616334178352574,Packaging,Trainee,Grade B,Day,Preventive,Line 2,22.72923549413305,59.71573021556854,880.0
487.41985327660416,178.4162648424265,53.36166930879783,Packaging,,Grade C,Night,None,Line 2,20.87219540475853,58.58338547188683,10219.0
111.81826922940763,76.83581997364833,8.229301599526567,Assembly,Junior,Grade B,Day,Reactive,Line 4,31.183203390993974,58.96207819455461,14383.0
418.1245712173992,214.05594393932768,57.51743486702475,Assembly,Trainee,Grade A,Night,None,Line 1,,45.114791168528505,
198.83765006812428,103.42110978687984,43.79955190202083,Packaging,Expert,Grade B,Rotating,None,Line 4,30.180213219774473,74.32662727491211,4081.0
,86.79877068057051,19.54110239733214,CNC,Trainee,Grade A,Day,None,Line 3,19.490237654455033,75.96031133751836,6162.0
81.14605492751588,248.47946675188751,51.86802968023556,CNC,Junior,Grade B,Rotating,Reactive,Line 2,21.26822773909456,62.2262892628381,3601.0
231.38429482719621,265.08821816223866,44.83859111285372,Injection,Junior,Grade C,Rotating,Preventive,Line 4,26.571162030364633,73.19746104931627,4149.0
169.09573742320163,41.98631470804944,44.19058592046303,CNC,Trainee,Grade C,Rotating,Reactive,Line 3,31.58519401945759,32.99905084597977,11514.0
342.06552282763585,179.56387149124672,44.07722897763391,Injection,Trainee,Grade A,Day,Reactive,Line 1,26.467443352265576,35.0195625378331,2705.0
162.26001492325133,68.06419241556804,48.05121799355583,Injection,,Grade A,Night,Reactive,Line 3,22.579424663447703,57.95331122968587,11924.0
514.6251614730271,305.91200593116645,56.911749627924806,Injection,Expert,Grade B,Rotating,None,Line 2,29.443657557221826,72.32535203991807,3939.0
539.1109537691325,285.34825463476545,8.212303234568783,Assembly,Junior,Grade A,Day,,Line 3,19.89602769859393,45.77147005904092,1882.0
519.5506169866849,57.90248789583458,59.9713456117806,Packaging,Expert,Grade C,Night,Reactive,Line 3,30.34438636836507,57.40279580792658,9314.0
590.5374674517085,378.85021253091685,52.34037704184264,CNC,Junior,Grade B,Rotating,None,Line 3,31.64547506167341,30.49802657420404,13337.0
555.6161321901363,385.58572661368765,26.49763228155228,Packaging,Senior,Grade A,Day,None,Line 1,31.547137155295978,79.33150060638332,3271.0
225.48971453036012,160.48178648571883,9.44627237332516,Packaging,Junior,Grade C,Night,,Line 1,20.067751887821135,68.34904341561183,6022.0
243.5197318814851,87.02054429857965,27.22730319879483,Assembly,Trainee,Grade C,Night,Reactive,Line 1,25.694505095614392,48.070957325875796,7292.0
356.9829207167514,81.16356709828366,46.71670478501755,Injection,Junior,Grade B,Day,Reactive,Line 1,,79.15064153280579,8521.0
280.17797498325353,342.65939101327535,36.147208041306655,Packaging,Junior,Grade B,Rotating,None,Line 4,20.72886026588391,34.62139946489361,14739.0
584.3537332943752,205.29864007479804,16.773054961513367,Injection,Senior,Grade B,Day,,Line 3,25.65488286117627,53.2087882685313,633.0
256.5561808136167,43.42303862544281,24.407682819621893,Assembly,Senior,Grade B,Rotating,,Line 2,27.05152603562303,32.942564250086846,5296.0
464.84283835671425,373.1267511346146,57.25793099260239,Packaging,Expert,Grade A,Day,Reactive,Line 3,22.60546442645883,46.74825107459559,12740.0
379.1880852269638,253.38543736675197,48.22925133789509,CNC,Expert,Grade B,Night,Reactive,Line 4,22.419530731041302,40.96820899154012,6296.0
577.3699655596939,288.5429156486066,7.444162544812936,Packaging,Trainee,Grade A,Night,None,Line 3,18.843338996891724,45.827542659056334,11330.0
467.1491616785654,336.4794174558029,32.72351770490876,Assembly,Expert,Grade C,,Preventive,Line 3,31.39555783894166,77.37046580228497,9967.0
237.89583647888435,334.6883322306968,55.859092590525314,Assembly,Expert,Grade B,Night,None,Line 2,29.25062299212547,51.359349836344364,6586.0
182.47554556595745,67.28975410732227,2.058527295626069,Packaging,Senior,,Night,Preventive,Line 2,28.63228783266252,46.24304056301828,12993.0
524.4014910360452,246.6372254910197,2.5528421687768477,CNC,Trainee,,Day,Reactive,Line 2,18.304904879185912,62.03861900257789,6791.0
553.7275081080788,290.64806602332413,43.00396386843509,Injection,Trainee,Grade B,Day,Reactive,Line 3,26.740327464289372,64.1684595533311,
512.1690247999777,70.8233576136814,34.53273774599399,Packaging,Expert,Grade B,Day,Reactive,Line 4,20.528799496410738,79.18844331569024,8465.0
463.4737758407165,120.06432659127692,2.759967858593213,Packaging,Trainee,Grade B,Rotating,Reactive,Line 1,27.26404543827416,57.302888614651856,
247.2996214501651,182.4932050659623,59.76098911367173,CNC,Trainee,Grade B,Rotating,,,26.696176873655958,67.62818219081095,2738.0
342.7940317994471,359.1490227639583,34.80571774255622,,Senior,Grade A,Night,Reactive,Line 3,29.926955007294758,49.108250962962494,
556.1655196332688,346.2280235855171,29.515784615000644,Assembly,Expert,Grade B,Night,Reactive,Line 1,21.576077334407213,38.55163231218497,11948.0
150.1466818790933,321.55708051291435,26.861822344044807,Injection,Trainee,Grade B,Night,,Line 1,18.384464905359536,51.49177147218548,905.0
337.35798537028677,396.4996162076454,42.04103620858865,Injection,Expert,Grade B,Rotating,None,Line 3,30.797552311262955,50.938791934575484,4683.0
264.86486461455706,127.35639457359102,27.501421659747322,Packaging,Expert,Grade A,Rotating,Reactive,Line 3,30.72090439871747,51.03067458465483,5202.0
432.2945792042347,208.41333161684778,39.544606744739674,Injection,Trainee,Grade B,Day,Reactive,Line 4,24.38203357468263,64.7710379954148,6052.0
409.7163063930468,200.8202844414587,29.300052789172817,Assembly,Junior,Grade B,Rotating,,Line 1,19.093232824979733,50.2971155636778,4869.0
371.2298203980441,284.4174688067203,36.64306563193394,Assembly,Trainee,Grade C,Night,Preventive,Line 3,24.971565843682786,77.70813646926382,8752.0
225.40012638571557,346.0551831736182,48.3111678189625,,Junior,,Day,Reactive,Line 1,25.336199090874917,79.1374841192135,8773.0
162.96612732087908,217.00579190053514,49.03008520667052,CNC,Senior,Grade C,,None,Line 2,29.50415660482637,56.16807147078883,13889.0
487.8559451601608,216.95144551288908,50.94289320986303,Assembly,Expert,Grade C,Day,Preventive,Line 2,28.039420221126736,57.92220046066589,4279.0
,258.9944126268391,12.178183060833657,CNC,Junior,Grade B,Rotating,Preventive,Line 4,18.991264063000262,50.38131858716869,4474.0
167.92891574205237,307.2908387975562,3.6671940334421094,Assembly,Expert,Grade B,Rotating,Reactive,Line 3,27.874726552881924,47.77967908383711,5940.0
119.41199112016898,112.46828277087117,50.168308436151484,CNC,Senior,,Rotating,Preventive,Line 1,19.900352559438016,79.26632679776324,8219.0
467.780042631041,386.26943819815654,2.5378707198770534,Packaging,Senior,Grade C,Night,Reactive,Line 2,19.252608378692823,32.03284343428555,13323.0
258.8049931704874,73.1392530254027,12.809444796658946,Injection,Junior,,Rotating,None,Line 3,23.580499840088436,50.50431163697334,11411.0
190.76186257563302,48.316026370431246,31.571927908111736,Assembly,Senior,Grade A,,None,Line 2,19.08309049567846,37.5670193591311,14077.0
353.06534065884387,169.16490653225026,51.32600581600246,CNC,Expert,Grade B,Day,Preventive,Line 2,29.609765912989957,66.31401341646279,3610.0
431.11155759511934,292.51657748283804,53.80687683439824,Assembly,Senior,Grade B,Rotating,Preventive,Line 3,24.483808590093552,39.722283832441114,5494.0
191.72149752218252,392.1069871055666,37.68303927705037,Packaging,Senior,Grade C,Night,Reactive,Line 2,26.21805257926965,74.23228641987191,8799.0
597.1418560337488,375.7937641047004,58.0055216039641,Assembly,Junior,Grade C,Night,Preventive,Line 3,26.076103329058988,48.723898816067624,8406.0
250.67657584563327,287.8554810255641,43.7965761064093,CNC,Senior,Grade A,Day,None,Line 4,31.69353700889942,75.85743664483192,14392.0
243.7755719255058,,31.66346411802052,CNC,Trainee,Grade C,Day,Preventive,Line 3,30.82095509724828,79.32812650426246,3834.0
299.9604520351794,254.48864366194903,8.062234888405877,Assembly,Expert,,Day,None,Line 2,,68.55857069330887,1521.0
467.4152309603499,,25.72713082733098,Assembly,Junior,Grade B,Rotating,Reactive,Line 2,23.365769176783886,61.15790245776655,11135.0
534.0938007186649,135.58038382029486,49.340450916195145,CNC,Trainee,Grade A,Rotating,None,Line 1,20.031395807069778,37.49508323510823,
248.4727775151666,212.1810580168398,17.01883200325262,Packaging,Junior,Grade A,Day,Preventive,Line 4,,76.65301680565798,2380.0
141.74864909178888,289.444608658213,34.69626869419209,Packaging,,Grade B,Rotating,None,Line 2,24.164425051540928,68.84333284509057,3506.0
213.1880271029684,43.7075975658372,59.00607022777151,,Senior,Grade A,Night,None,Line 4,21.15737313377677,44.40228893663075,13316.0
123.82540129651144,177.25411019780643,10.465436110562049,Injection,,Grade C,Night,Preventive,,19.36768961365565,53.42509671812293,6977.0
407.7791357438867,244.44839212336427,6.087435450879683,Injection,Trainee,Grade C,Rotating,Reactive,Line 4,,,10966.0
,364.3305805545938,47.73580073048029,Injection,Trainee,Grade B,Rotating,None,Line 3,27.11214808450026,62.95001612044491,1715.0
303.21860171723347,397.11915817606285,1.4953090273356828,Assembly,Expert,Grade B,Night,Preventive,Line 4,,36.26323343511447,820.0
575.4534250565325,240.27678624197327,38.59535612553611,Injection,Junior,Grade C,Night,None,Line 2,28.834900157495262,62.576564244709715,13129.0
458.3123884436873,380.0489034890095,20.144699640294025,Assembly,Senior,Grade C,Rotating,None,Line 2,24.531764776941017,,1551.0
277.4226129432999,75.73558545895722,43.42882867728875,Packaging,Senior,Grade C,Rotating,None,Line 3,22.502954053647628,46.23145259313594,3885.0
133.15120587884576,292.4574969902554,7.215190340352238,CNC,Expert,Grade C,Day,Reactive,Line 2,25.541805838447974,77.43313395429905,6661.0
336.7261345508289,184.1995712064538,19.80263653803456,Injection,Expert,Grade A,Day,None,Line 1,31.650084836771583,68.94812529371437,3681.0
341.9944794481971,310.350444723101,1.0222142271353785,,Expert,Grade C,Rotating,Preventive,Line 2,18.63126753264844,54.836682751609786,5228.0
366.30522312094547,352.38047612745186,14.105459639787842,Injection,Trainee,Grade B,Night,Preventive,Line 1,25.401321245247207,75.92845936433162,7455.0
434.8737296418798,59.34074251321791,28.995519133086198,Injection,Expert,Grade B,Rotating,None,Line 4,22.60970303325983,72.7921631978466,12339.0
217.47900435278893,376.77047571653753,10.656804749387241,CNC,Expert,Grade C,Night,Reactive,Line 4,19.47490334491306,64.61091128786299,8216.0
81.29192251217883,64.5362293162911,35.97933206523838,Packaging,Trainee,Grade A,Rotating,Preventive,Line 2,24.085387923497557,37.64826571808561,2038.0
502.6792647130878,311.2234141000273,7.088797366771922,Packaging,Junior,Grade C,Rotating,Reactive,Line 2,26.97629781976013,54.85369627600986,6913.0
508.2390809429177,64.8651130095675,44.713412947590875,Packaging,Expert,Grade C,Night,Reactive,Line 3,25.394317941413426,73.22114362808966,13786.0
554.0433187906947,350.2055800626092,55.29988590192904,CNC,Expert,Grade B,Night,Preventive,Line 4,18.408470583701458,60.444577342425184,6778.0
583.899052718099,113.79333092501197,23.155527973734554,Assembly,Trainee,Grade B,Rotating,,Line 1,26.10764450283762,57.275572239302036,11251.0
162.7691502816821,196.2653192334929,31.69236405166979,CNC,Trainee,Grade A,Night,Reactive,Line 3,21.24803617320995,,
264.0132694958824,375.7435264372605,29.31080176247384,Assembly,Trainee,Grade A,Night,None,Line 3,22.78067177057374,30.82740326944203,2018.0
522.7068017398735,325.1442383422932,47.12372837896194,Packaging,Junior,Grade A,Rotating,Reactive,Line 4,22.3708664056278,30.602319246679844,5702.0
565.6796828486911,322.8790893060409,59.651461786272314,Assembly,Expert,Grade B,Day,,Line 3,30.019186308847697,74.64102600693394,2242.0
87.55535713652635,314.798824180675,44.14115875404222,Packaging,Expert,Grade A,Day,Reactive,Line 1,18.666022246908963,31.926860751261295,10394.0
281.51766737902585,244.99663235075704,12.871813732351288,Packaging,Trainee,,Night,Preventive,Line 3,,46.62718568526046,13432.0
138.96066477594024,382.51481633368223,41.76480909971897,Packaging,Trainee,Grade C,,None,Line 1,23.52742871606522,76.20127408964589,4674.0
489.9982982976485,339.3888616293418,36.94583966590951,Packaging,Expert,Grade B,Night,None,Line 1,26.663679688771687,64.55762969076346,1831.0
468.50781139851057,198.50371502440112,12.607193142267043,CNC,Expert,Grade C,Rotating,None,Line 2,29.045507878714968,62.40794529319718,11360.0
472.2374069137795,307.32014040714404,14.457710101350454,Injection,Expert,Grade A,Day,None,Line 4,28.187311927309633,62.84991575778232,9741.0
282.9222877068081,399.3186905934298,39.16720853455091,Injection,Trainee,Grade C,Day,None,Line 4,28.536709446082675,45.88214894245485,2714.0
291.2487346702525,353.56016809453956,48.46911963431866,Injection,Junior,Grade A,Day,Preventive,,20.693418228248333,56.526679550629055,9376.0
216.1696280781111,40.4402768997971,45.74424381164686,CNC,Junior,Grade A,,Reactive,Line 4,30.764321832433943,61.49865320234324,11584.0
267.6646396599459,305.63902566986286,36.38471343208518,Packaging,Expert,Grade A,Day,None,Line 1,23.79808151245414,45.28576628458063,10258.0
591.2024019974485,363.23739925154433,56.252537252186215,,Senior,Grade C,Day,Preventive,Line 4,18.155526433309635,69.7681957902063,960.0
104.21575584904043,,43.86273218174269,Packaging,Junior,Grade B,Night,Reactive,Line 4,27.353346549188075,46.08741793827583,9755.0
248.4839389702321,391.8970681700921,32.51495736156581,Injection,Senior,Grade A,Rotating,,,26.456039186623208,33.572207675026526,
,184.46777162869972,48.97229971696584,Packaging,Senior,Grade C,Day,None,Line 2,19.76340689124851,40.07272868920568,4440.0
278.8199105956446,191.62369441434285,17.429038756599343,Assembly,Expert,Grade B,Rotating,None,Line 4,31.438146475730747,50.42052092057821,13559.0
573.9918968173879,97.913953392055,15.809564682038573,CNC,Trainee,Grade C,Rotating,Reactive,Line 3,25.86190203137801,75.40279440720845,4164.0
252.71495157939944,74.77404939071252,58.28730570836869,Packaging,,Grade B,Night,Reactive,Line 2,24.569695808325807,50.78808459362486,14151.0
,233.17445209979752,56.98930203075893,Packaging,Expert,Grade C,Rotating,Preventive,Line 2,23.57371110852371,34.49019007870214,2721.0
503.8493228577804,256.99918716148994,52.830970245049585,Packaging,Trainee,Grade A,Rotating,None,Line 2,20.937919297510632,39.822838331719176,7230.0
84.78796560973963,172.08274608090397,12.86214581449636,Assembly,Junior,Grade C,Night,Reactive,Line 4,31.339379328967333,57.22337431562712,7197.0
289.5543289251965,258.3793858719371,35.26133902482473,Packaging,Expert,Grade B,Rotating,Reactive,Line 1,27.830220947059374,38.88280023516722,3668.0
225.93140817244668,182.0815069138439,32.103005353317805,Injection,Junior,Grade A,Day,None,Line 4,25.946452484953742,33.197730608046754,8858.0
329.39644572996536,352.54659447039825,12.186509143436915,Packaging,Expert,Grade A,Night,Preventive,Line 4,26.836802825154344,65.7414232689145,6841.0
320.6409538573456,383.3763319950686,26.867290255001386,Injection,Senior,Grade C,Night,Preventive,Line 2,29.765886418331675,69.2173697647747,8282.0
550.8753393767473,253.67465537926967,27.908751326932414,Injection,Trainee,Grade A,Night,None,Line 1,26.900083933740667,72.53166176051889,7083.0
,343.2188138826144,14.437358322086384,Packaging,Senior,Grade B,Day,Preventive,Line 4,19.60427020559923,72.19670806795659,1058.0
174.7393835612651,347.3469395379539,57.29284922295522,Assembly,Expert,Grade A,Rotating,Preventive,Line 4,27.76213222354886,48.96297900331879,4249.0
136.19470467003748,296.9545685046365,29.562899498496815,Injection,Expert,Grade B,Rotating,Preventive,Line 4,25.90817126249877,66.7234991046181,2053.0
464.0986188082758,109.12068010701617,31.493511818420174,Packaging,Senior,Grade B,Rotating,Reactive,Line 4,31.52881750727321,59.17694297418428,5109.0
557.2873678682122,95.77770957194174,35.914733528129574,Packaging,Expert,Grade B,Day,Reactive,Line 1,28.272069005419535,31.168215091662322,8284.0
271.6220375086673,371.0143276899369,53.217146343530345,Assembly,Junior,Grade A,Rotating,Preventive,Line 1,22.81604082372366,50.079905485393326,5721.0
112.14769820097771,135.42207101883946,31.99858105536905,Packaging,Senior,Grade A,Rotating,None,Line 1,19.895569919708866,32.6439479617566,5801.0
161.1311838219049,128.67910501287082,32.4579458724194,CNC,Trainee,Grade C,Day,None,Line 3,24.751928294571726,34.16780277201494,2961.0
133.2397898152268,99.80634564803599,14.411600105572159,CNC,Junior,Grade B,Day,None,Line 1,27.510959931364958,32.80012235716896,3038.0
388.0168191172355,229.8834571647891,36.169031480590256,CNC,Junior,Grade B,Rotating,Preventive,Line 1,20.481857250696937,78.04732691493285,7883.0
226.79487075916606,283.71909585417507,22.86897189525219,Packaging,Expert,Grade C,Day,None,Line 2,27.09221984003923,72.21004954003834,6391.0
546.672771447921,283.4181291227618,38.8068897507158,Injection,Senior,Grade C,Day,Reactive,Line 4,29.55856461218068,51.955223875009004,4090.0
164.38701886435052,,18.04478139174894,Assembly,Expert,Grade B,Day,None,Line 4,20.198702497384183,42.39987338822883,14380.0
563.6811186251264,74.12274904125474,42.94370218436158,Packaging,Senior,Grade B,Night,None,Line 2,27.88099985050758,33.62254147615218,11281.0
253.02419369176548,151.67541864848198,37.13416706737154,Injection,Senior,Grade C,Night,Reactive,,18.955606870397407,51.55981257471555,10990.0
530.9989980185123,221.23652191168603,28.46903835156999,Packaging,Trainee,Grade A,Rotating,Reactive,Line 4,18.11130116041427,60.017644052879106,2256.0
573.4778618745578,260.4783983461329,5.800346023861305,CNC,Expert,Grade C,Rotating,Preventive,Line 3,18.45688560859292,69.8551661555883,7396.0
592.9090636785498,137.4161316170746,37.61808967567439,CNC,Senior,Grade B,Day,Preventive,Line 3,26.841064087004675,32.57804930888223,3231.0
497.86855180063276,105.93702811798245,51.55673751500168,Injection,Trainee,Grade B,Rotating,Preventive,Line 2,31.627068737578625,50.893500875833276,8672.0
132.87700166146504,342.9672540086395,10.26446375911025,Injection,Senior,Grade A,Night,Preventive,Line 3,28.799211529956537,78.84287228167568,13032.0
108.79693735533387,348.8533354253049,5.083167919656986,Injection,Expert,Grade B,Rotating,Preventive,Line 2,21.561729640566963,36.03602677063089,7872.0
464.6590926565405,140.78426215597116,2.374127011308369,Assembly,Senior,Grade B,Rotating,Reactive,Line 3,19.003641611011872,50.01496973929464,9179.0
546.4606449360786,241.6406244162289,1.90912426853729,Injection,Junior,Grade C,Night,Reactive,Line 3,26.63315780590173,43.75276618078476,14554.0
166.34959855804553,198.3375263723707,50.5241504026879,CNC,Expert,Grade A,Night,Reactive,Line 3,18.045204392131517,36.701967770315484,2448.0
569.3550715800262,91.10819314070736,43.656896428737426,CNC,Junior,Grade C,Day,None,Line 2,29.096198739808667,71.94728441204936,
397.3184510280092,378.61104219619983,12.13790009441617,Assembly,Trainee,Grade A,Day,None,Line 4,21.40368736062491,64.85576051719877,11862.0
144.48484027709213,,,Packaging,Senior,Grade B,Day,None,Line 2,22.189039063648842,50.5778242117541,868.0
166.85750658221525,107.5274933129099,8.120388840503354,Injection,Expert,Grade C,Rotating,Preventive,Line 1,22.81570581902881,48.45336413713503,
114.29684958628157,164.4033718040843,22.44976420481367,Assembly,Trainee,Grade C,Rotating,None,Line 1,28.689741184056015,71.38743797342335,1458.0
154.4719483427731,348.3260518657268,27.126498286190618,Packaging,Junior,Grade C,Rotating,Preventive,Line 3,21.72038620170993,34.539192282586974,8949.0
460.7044474391379,323.91531774728384,4.553745103467963,Packaging,Junior,Grade A,Night,Preventive,Line 3,21.982592514418716,37.341664022566306,13288.0
193.75850122520433,248.7582632438387,20.848452111723347,Injection,Junior,Grade B,Rotating,Preventive,Line 4,25.573887134151526,75.3275004046769,13441.0
372.06015559029976,290.2075439149944,6.1128418111615845,CNC,Junior,Grade B,,Preventive,Line 4,24.482007400808314,70.86033270253645,7363.0
454.96226369750536,162.7281750830912,47.38646344519912,Injection,Trainee,Grade A,Rotating,None,Line 4,31.377975643681268,68.74388812856168,10327.0
545.5444010610302,378.5949566387421,2.8096865226565537,Injection,Senior,Grade C,Rotating,Reactive,Line 3,21.687552149129417,61.19879621519077,7771.0
386.76197175873887,49.64342388173118,1.0281942052926807,CNC,Trainee,Grade B,Night,,Line 2,19.286477405787124,44.62250257866934,8668.0
376.25304451527,76.33432357219263,43.94992099717104,CNC,Senior,Grade B,Night,None,Line 3,25.5737406442491,76.7393302630209,9170.0
554.6679834107133,373.19937961502467,46.85089897810347,CNC,Expert,Grade C,Night,Preventive,Line 1,20.58327410141334,54.59344108673358,4835.0
233.350538483962,380.2185854737412,29.73780075757624,Packaging,Junior,Grade A,Day,Preventive,Line 3,23.790773803862482,44.03097655822011,2915.0
185.92482747468463,216.60556133977283,19.07235534381534,,Trainee,Grade B,Day,Reactive,Line 4,20.620771209914583,48.27873033064793,12516.0
533.8539018658262,247.52588274652777,14.187187751109636,Injection,Expert,Grade C,Rotating,Preventive,Line 1,30.333578442151047,30.84205075979673,7958.0
118.7519395676761,364.9136278225234,7.021673989616191,,Senior,Grade C,,Reactive,Line 3,,42.757953091402285,14984.0
178.63470029125926,347.23636741677484,29.053810163874466,Injection,Expert,Grade C,Rotating,None,Line 4,28.84814507478447,39.39780543282818,13519.0
293.8515849347156,350.3026767475662,29.46534791738975,Assembly,Expert,Grade A,Day,Preventive,Line 3,31.28044750359924,36.777832103559724,13188.0
267.85030127930895,173.84281667107,27.357645072195393,Injection,Senior,Grade B,Rotating,Reactive,Line 3,31.167708122479276,31.60699965900771,
447.1678433231799,338.99722168570753,46.69575593089715,Injection,Expert,Grade A,Night,Preventive,Line 4,25.34721535309974,41.34377217087299,13381.0
127.73959751416828,64.95181640830879,5.9866116135350715,Injection,,Grade A,Night,Preventive,Line 1,31.76557148931999,35.175935903520234,8979.0
328.12206494316354,215.3072108694523,40.20060143999266,Packaging,Senior,Grade C,Day,Preventive,Line 1,27.183121057270164,32.257018910700744,10378.0
500.4485635352276,125.46649801420455,24.094039373999358,Injection,Senior,,Night,Reactive,Line 2,19.79884511381675,,
435.3386393282946,52.8872025894422,14.456993191467156,Assembly,Trainee,Grade C,Night,None,Line 1,30.437277202815324,40.120168176334886,6416.0
408.45751244943835,262.195908985095,40.89564671270844,Packaging,,Grade A,Rotating,Reactive,Line 3,,50.798116255634966,6450.0
204.4671299174467,67.42476146647624,11.860673931721069,Injection,Junior,Grade B,Night,None,Line 4,20.137720029115076,59.184784312036484,10169.0
284.68901634313255,83.25732511090953,,CNC,Junior,Grade C,Night,Reactive,Line 1,29.07990457572982,46.11329312166581,4820.0
173.97622033432475,69.42823274339091,59.912739224831085,Packaging,Senior,Grade B,Day,Reactive,Line 3,26.741642106086463,37.062970773942226,3184.0
344.6410279857135,391.017118929054,53.320123565805694,CNC,Expert,Grade B,Night,None,Line 3,30.34969360254985,77.01619145892064,2531.0
383.7675060933173,54.12592837931963,41.82834710439424,,Senior,Grade B,Night,None,Line 1,29.582514486524,55.742685611048074,13395.0
408.2141962822367,137.11232376040857,18.945765472215857,Assembly,Junior,Grade C,,None,,22.48154596618538,67.09401663478704,3396.0
535.4969850311966,274.7194525923642,32.20310094671898,CNC,Junior,Grade B,Rotating,Reactive,Line 4,21.588403909991193,64.72175706344353,1399.0
112.1515060693886,336.41795676515824,7.596947710868804,CNC,,Grade A,Rotating,None,Line 2,28.27359967521292,44.24483785638513,5421.0
281.9225002474483,258.95326874696843,20.037091148975033,Packaging,Senior,Grade A,Day,Preventive,Line 4,26.02638010225312,57.99309626908142,6546.0
,391.5406322874737,4.078232171373171,CNC,Expert,Grade A,Rotating,Preventive,Line 4,18.97824734256385,60.10820579260215,7561.0
376.463877572416,161.57495517459068,36.619099885558235,Injection,Expert,Grade C,Night,Preventive,Line 1,20.54292919013639,47.589551204164394,910.0
91.2861434119177,209.9219772162774,51.449744502161884,Packaging,Senior,Grade A,Day,Preventive,Line 1,20.118948255344502,63.538328274201334,9065.0
178.44071817624715,335.66851693110675,48.57307806581605,,Junior,Grade B,Night,None,Line 3,26.257156360011983,69.53382757195526,14920.0
519.7872867830363,285.4110614511601,51.36487614284982,Assembly,Expert,Grade C,Night,None,Line 1,19.200671684345757,48.2105275353906,4679.0
348.0037476660645,117.06414272306907,10.475983114814575,Packaging,Junior,Grade C,Rotating,Preventive,Line 2,20.907813116485517,30.7457685771196,981.0
295.0506447997208,219.52038644282447,39.00507668688935,Assembly,Senior,Grade B,Day,None,Line 3,25.635270941390512,47.466796881544184,8010.0
548.091138252405,391.34535402847814,57.40452229148647,Assembly,Expert,Grade A,Day,Preventive,Line 4,19.862795338728557,35.84078017333043,8671.0
118.97507590059757,350.68834323994474,46.99506987430028,Packaging,,Grade B,Rotating,Reactive,Line 1,21.475805421145107,37.7803944591695,771.0
559.6013989693854,109.04922312491418,0.20342272786149307,CNC,Senior,Grade B,Day,None,Line 2,30.695074473661315,48.29747384725874,10745.0
94.44732378296732,104.72292315156534,52.93839669327068,CNC,Senior,Grade C,Night,Reactive,Line 3,27.759645258613396,40.38105491050567,4035.0
372.58854454086827,338.2220262532581,42.346790999717655,Assembly,Expert,Grade A,Day,None,Line 2,22.296339991625374,76.74444766934558,5114.0
368.6473771317525,111.60202051472953,7.323723355208225,CNC,Trainee,Grade A,Night,None,Line 2,30.282971712959935,62.64014611687497,14849.0
412.3154964861322,203.00418152916382,18.829354962602583,Packaging,Junior,Grade A,Day,None,Line 4,21.503987315779504,55.918207972210794,3574.0
95.40566190113344,105.07310826830373,7.050888739914272,Assembly,Trainee,Grade B,Day,Reactive,Line 3,26.247157944404357,30.48621713381967,10452.0
355.86982674790767,45.27863033232782,43.78862986783367,Injection,Expert,Grade C,Rotating,Reactive,Line 1,23.15892072701947,,9508.0
139.0793006661292,355.1453126080396,0.21143318460722815,,Trainee,Grade C,Rotating,,Line 4,28.53009173102491,69.42389233571411,8679.0
161.1091356063468,320.44159918269054,27.8713308844751,Injection,Senior,Grade C,Day,Reactive,,23.202222983131083,49.487188151975445,13274.0
